id,orders_id,product_id,quantity,total_price
477,5177,45,1,36
478,4530,23,1,2795
479,8285,10,1,1952
480,989,35,2,1204
481,1247,6,1,15
482,7547,32,1,164
483,2721,7,1,10
484,3857,1,2,42
485,7802,0,1,96
486,7749,7,3,30
487,5747,11,3,4119
488,1465,46,4,64
489,5202,0,1,96
490,6994,35,1,602
491,8560,45,1,36
492,5513,28,1,186
493,226,22,2,2304
494,1437,43,1,103
495,2354,30,2,220
496,2226,17,1,45
497,713,46,1,16
498,8660,44,3,246
499,1333,0,1,96
500,5351,8,2,30
501,6807,37,3,1479
502,2526,34,1,143
503,971,14,3,5322
504,7685,49,1,39
505,2355,42,4,388
506,8593,29,1,110
507,6188,49,4,156
508,6818,44,1,82
509,6534,7,1,10
510,1695,32,2,328
511,6857,9,1,11
512,6775,2,4,300
513,3805,31,1,170
514,9831,2,4,300
515,1927,28,1,186
516,2107,27,1,136
517,3660,29,1,110
518,2434,44,1,82
519,8633,40,2,256
520,4424,8,1,15
521,4757,15,1,46
522,8691,18,1,20
523,3704,2,1,75
524,9722,2,1,75
525,1393,7,2,20
526,1414,13,4,7304
527,3767,31,1,170
528,3584,18,1,20
529,5045,28,3,558
530,7351,28,1,186
531,5409,3,1,70
532,2519,28,2,372
533,4548,26,1,53
534,3202,44,1,82
535,4961,3,4,280
536,1157,41,1,61
537,9837,41,2,122
538,8398,31,1,170
539,364,6,1,15
540,3456,41,1,61
541,5614,32,5,820
542,2922,27,4,544
543,9256,2,1,75
544,8568,5,3,87
545,6933,26,2,106
546,1571,42,1,97
547,2864,5,1,29
548,972,40,4,512
549,1434,29,1,110
550,1898,24,1,2663
551,3159,30,2,220
552,8044,33,2,222
553,7770,39,1,580
554,8575,3,1,70
555,8394,23,5,13975
556,2580,4,1,57
557,7724,14,2,3548
558,4964,14,3,5322
559,9168,36,3,1131
560,8909,29,1,110
561,1594,2,2,150
562,1914,48,1,55
563,4021,36,3,1131
564,2433,13,2,3652
565,2342,49,1,39
566,3749,16,1,42
567,676,14,1,1774
568,9710,41,1,61
569,4451,30,5,550
570,9319,44,1,82
571,1356,18,4,80
572,9627,39,3,1740
573,2120,40,2,256
574,3589,0,1,96
575,7364,8,1,15
576,9877,14,1,1774
577,1992,19,5,115
578,8669,5,1,29
579,2264,13,2,3652
580,3341,8,1,15
581,3631,26,1,53
582,8728,5,1,29
583,1993,17,1,45
584,807,19,5,115
585,6329,28,1,186
586,1276,43,4,412
587,9233,32,2,328
588,2355,22,1,1152
589,9131,5,1,29
590,9116,7,3,30
591,9765,15,2,92
592,1016,6,1,15
593,7832,7,1,10
594,4147,18,3,60
595,4308,28,1,186
596,5325,48,1,55
597,1088,37,3,1479
598,592,13,1,1826
599,7726,39,1,580
600,7706,27,2,272
601,6951,47,1,32
602,3004,1,1,21
603,1767,30,4,440
604,2483,6,2,30
605,4552,47,2,64
606,6231,36,2,754
607,6886,44,1,82
608,3466,9,1,11
609,9565,26,1,53
610,8552,18,2,40
611,2817,12,1,1992
612,8512,41,1,61
613,2173,43,1,103
614,1214,20,3,5160
615,2838,32,3,492
616,2946,17,1,45
617,5388,44,1,82
618,8080,24,1,2663
619,2095,47,1,32
620,8605,41,1,61
621,6738,30,1,110
622,907,34,1,143
623,6975,11,1,1373
624,7328,8,1,15
625,4768,12,3,5976
626,1389,29,1,110
627,1667,9,5,55
628,108,12,1,1992
629,4699,44,1,82
630,3721,32,2,328
631,912,43,2,206
632,4364,21,1,2007
633,9164,23,4,11180
634,8135,41,1,61
635,6756,34,3,429
636,6373,20,1,1720
637,1231,23,2,5590
638,5262,29,1,110
639,6396,46,1,16
640,6885,3,2,140
641,5165,19,1,23
642,4776,13,1,1826
643,4071,17,1,45
644,3258,15,1,46
645,6215,11,2,2746
646,2696,18,1,20
647,903,21,1,2007
648,2607,11,1,1373
649,5497,26,1,53
650,3971,43,1,103
651,7948,34,1,143
652,6825,3,2,140
653,5105,11,1,1373
654,9994,6,2,30
655,9311,7,2,20
656,4243,44,2,164
657,5644,44,2,164
658,4173,17,2,90
659,8932,45,1,36
660,7637,22,2,2304
661,6151,12,1,1992
662,2105,29,1,110
663,975,47,2,64
664,8367,42,1,97
665,1797,47,1,32
666,4880,22,5,5760
667,2272,13,1,1826
668,2775,10,5,9760
669,7488,20,1,1720
670,8759,40,5,640
671,476,47,1,32
672,6852,34,2,286
673,7794,35,2,1204
674,7200,23,2,5590
675,6582,14,1,1774
676,9888,43,1,103
677,1736,21,1,2007
678,4166,15,2,92
679,6984,30,1,110
680,6623,17,1,45
681,9773,36,1,377
682,6920,17,1,45
683,4536,9,1,11
684,9370,26,1,53
685,128,34,1,143
686,6061,18,2,40
687,4723,21,1,2007
688,8137,21,4,8028
689,8700,3,3,210
690,9476,2,1,75
691,1490,24,2,5326
692,38,11,3,4119
693,8435,49,3,117
694,557,0,5,480
695,5328,29,4,440
696,8197,30,2,220
697,6290,39,1,580
698,9939,38,3,1155
699,137,15,1,46
700,258,2,1,75
701,8551,44,1,82
702,4825,6,5,75
703,5267,26,4,212
704,6387,46,2,32
705,8743,9,5,55
706,4769,0,1,96
707,2136,18,1,20
708,5745,9,1,11
709,5586,6,5,75
710,9967,42,1,97
711,1994,46,1,16
712,3662,47,3,96
713,3040,2,1,75
714,6309,39,1,580
715,3210,19,1,23
716,7921,32,1,164
717,7125,38,1,385
718,2113,11,5,6865
719,7555,25,1,144
720,2602,4,2,114
721,2869,40,1,128
722,88,28,5,930
723,5900,45,2,72
724,1584,36,1,377
725,9963,38,1,385
726,3662,36,2,754
727,3058,24,1,2663
728,7028,28,1,186
729,7155,47,1,32
730,5772,3,5,350
731,1107,16,1,42
732,6991,16,1,42
733,3438,10,2,3904
734,893,3,3,210
735,5785,11,3,4119
736,7745,41,1,61
737,9873,4,2,114
738,6075,5,1,29
739,7972,35,2,1204
740,2943,37,3,1479
741,5340,40,3,384
742,5251,28,1,186
743,8388,36,3,1131
744,199,18,2,40
745,7249,32,1,164
746,7932,9,1,11
747,698,2,1,75
748,6513,46,4,64
749,4068,34,5,715
750,7684,40,1,128
751,3554,41,1,61
752,1666,15,1,46
753,323,38,1,385
754,3447,0,1,96
755,1344,21,5,10035
756,9710,30,1,110
757,3938,31,1,170
758,8627,17,1,45
759,489,14,1,1774
760,2481,31,3,510
761,3086,19,3,69
762,9402,48,3,165
763,5456,29,5,550
764,8014,3,3,210
765,8209,12,2,3984
766,6624,38,1,385
767,7477,47,1,32
768,1461,29,1,110
769,5880,45,1,36
770,9704,13,1,1826
771,162,35,1,602
772,7940,1,3,63
773,5158,7,4,40
774,3478,3,1,70
775,2385,26,1,53
776,3237,27,2,272
777,9369,23,1,2795
778,9140,12,1,1992
779,4526,31,3,510
780,5919,29,1,110
781,8596,38,3,1155
782,8983,35,1,602
783,4901,16,1,42
784,496,6,2,30
785,9336,16,4,168
786,8553,10,1,1952
787,5052,45,1,36
788,908,8,4,60
789,9805,23,1,2795
790,4496,48,1,55
791,8618,4,3,171
792,6720,35,1,602
793,2050,47,1,32
794,663,27,1,136
795,8060,14,4,7096
796,8138,19,4,92
797,1030,28,1,186
798,9117,41,3,183
799,1148,28,2,372
800,8581,47,1,32
801,2097,39,1,580
802,5638,31,3,510
803,8513,35,1,602
804,5124,44,3,246
805,2826,49,2,78
806,43,29,1,110
807,6848,32,3,492
808,6053,31,3,510
809,1694,36,2,754
810,6906,6,1,15
811,1094,24,1,2663
812,4788,41,1,61
813,9002,24,1,2663
814,4376,29,1,110
815,1931,15,2,92
816,9170,12,1,1992
817,3904,28,1,186
818,7469,29,5,550
819,1180,49,1,39
820,1371,13,5,9130
821,1187,29,5,550
822,2234,49,2,78
823,5775,25,1,144
824,7007,30,1,110
825,4200,36,2,754
826,159,42,2,194
827,5288,8,1,15
828,1177,4,3,171
829,8070,23,1,2795
830,2047,30,1,110
831,9684,10,1,1952
832,1484,37,2,986
833,591,13,3,5478
834,1031,30,2,220
835,8289,49,1,39
836,7801,46,3,48
837,5219,34,2,286
838,8170,11,1,1373
839,8973,1,2,42
840,5766,8,2,30
841,9091,45,4,144
842,1594,7,3,30
843,1167,27,1,136
844,8796,8,5,75
845,2530,32,4,656
846,1897,4,1,57
847,9478,34,1,143
848,1149,41,1,61
849,9565,35,4,2408
850,7876,42,1,97
851,5979,22,1,1152
852,22,44,1,82
853,8230,20,1,1720
854,1159,30,2,220
855,2722,42,1,97
856,3294,16,2,84
857,8495,40,1,128
858,8865,42,2,194
859,7491,14,2,3548
860,204,2,4,300
861,9449,2,1,75
862,3623,18,3,60
863,1938,22,1,1152
864,3981,5,1,29
865,1457,7,3,30
866,7418,30,1,110
867,7112,22,4,4608
868,8348,20,1,1720
869,842,47,3,96
870,6532,22,2,2304
871,2336,20,1,1720
872,4009,45,1,36
873,190,38,1,385
874,2337,23,1,2795
875,3026,34,2,286
876,1222,22,1,1152
877,3689,32,1,164
878,8088,11,1,1373
879,5529,28,1,186
880,92,46,1,16
881,5408,39,1,580
882,2120,41,3,183
883,6113,40,3,384
884,3980,38,1,385
885,9412,26,5,265
886,8082,47,1,32
887,7049,29,1,110
888,9965,21,1,2007
889,7135,17,1,45
890,1401,48,2,110
891,6420,16,1,42
892,7377,15,1,46
893,9380,41,1,61
894,692,13,1,1826
895,9805,3,2,140
896,7374,12,5,9960
897,6021,4,5,285
898,3562,28,1,186
899,4165,22,1,1152
900,131,26,2,106
901,4759,31,1,170
902,7854,1,1,21
903,3317,31,2,340
904,8766,24,2,5326
905,5066,10,1,1952
906,9510,44,2,164
907,7091,19,1,23
908,760,13,2,3652
909,6828,6,1,15
910,4172,43,4,412
911,2760,39,4,2320
912,9207,45,1,36
913,9775,1,1,21
914,7613,33,5,555
915,5959,47,3,96
916,6596,38,4,1540
917,5139,44,3,246
918,8265,29,3,330
919,446,18,2,40
920,4537,12,1,1992
921,9516,4,1,57
922,7744,7,1,10
923,2182,25,1,144
924,4300,20,1,1720
925,5857,22,3,3456
926,4317,13,1,1826
927,1135,23,1,2795
928,4108,17,1,45
929,7773,5,3,87
930,9521,24,1,2663
931,4242,43,1,103
932,671,14,1,1774
933,3027,25,5,720
934,2615,12,1,1992
935,6308,7,1,10
936,9240,49,1,39
937,5201,47,1,32
938,5395,6,1,15
939,1379,13,1,1826
940,5057,30,3,330
941,3291,40,4,512
942,4379,8,2,30
943,5773,27,1,136
944,6927,10,2,3904
945,9680,1,1,21
946,9628,14,4,7096
947,5183,9,1,11
948,2491,2,5,375
949,9566,9,1,11
950,3534,48,2,110
951,2589,4,1,57
952,7572,27,4,544
953,9945,2,2,150
954,1103,37,1,493
955,9301,5,1,29
956,6809,9,4,44
957,2259,1,1,21
958,80,28,1,186
959,5581,16,1,42
960,8557,8,1,15
961,5831,24,2,5326
962,4273,12,1,1992
963,4667,35,1,602
964,8639,13,2,3652
965,4118,45,2,72
966,3203,47,1,32
967,8684,44,1,82
968,2764,13,1,1826
969,9004,36,2,754
970,1366,8,1,15
971,3585,24,1,2663
972,9573,9,1,11
973,9558,2,2,150
974,1299,13,1,1826
975,9440,15,1,46
976,5621,28,1,186
977,2347,0,1,96
978,6601,14,4,7096
979,6156,29,1,110
980,8201,30,2,220
981,967,18,2,40
982,5111,41,5,305
983,2900,48,1,55
984,1789,29,4,440
985,7508,48,1,55
986,6217,2,3,225
987,6480,34,2,286
988,4281,47,2,64
989,7528,1,1,21
990,3882,4,3,171
991,8223,45,1,36
992,4338,40,4,512
993,6737,20,2,3440
994,7854,26,2,106
995,2261,19,5,115
996,4065,6,1,15
997,6470,3,3,210
998,6270,43,2,206
999,6707,14,1,1774
1000,1757,48,2,110
1001,5082,32,1,164
1002,3844,40,1,128
1003,8654,14,2,3548
1004,5668,5,1,29
1005,5323,31,2,340
1006,7399,31,5,850
1007,1019,30,2,220
1008,416,49,1,39
1009,3286,5,2,58
1010,6175,17,1,45
1011,1265,26,4,212
1012,6724,49,2,78
1013,5019,34,2,286
1014,8074,16,1,42
1015,1924,8,1,15
1016,5129,31,1,170
1017,3947,25,3,432
1018,4752,40,3,384
1019,7899,22,2,2304
1020,5853,11,1,1373
1021,4065,35,1,602
1022,1844,28,3,558
1023,1292,7,4,40
1024,8316,37,1,493
1025,5143,21,3,6021
1026,7542,4,1,57
1027,7194,42,5,485
1028,9121,14,1,1774
1029,4898,21,1,2007
1030,9747,1,1,21
1031,606,40,1,128
1032,505,9,5,55
1033,4872,8,5,75
1034,6322,18,4,80
1035,2600,10,1,1952
1036,8855,13,1,1826
1037,8415,11,2,2746
1038,1680,40,1,128
1039,7732,20,1,1720
1040,6598,31,1,170
1041,1326,34,1,143
1042,5911,27,3,408
1043,1475,6,1,15
1044,2295,0,1,96
1045,7960,33,5,555
1046,4082,40,5,640
1047,5994,18,3,60
1048,4307,29,3,330
1049,4519,39,2,1160
1050,8836,28,1,186
1051,218,6,1,15
1052,9542,21,1,2007
1053,4482,44,1,82
1054,645,34,2,286
1055,7579,10,4,7808
1056,4989,3,1,70
1057,9926,1,1,21
1058,4857,39,2,1160
1059,4913,32,1,164
1060,3302,3,1,70
1061,9886,1,1,21
1062,6021,15,1,46
1063,4480,29,1,110
1064,7967,4,4,228
1065,2337,26,3,159
1066,3496,9,5,55
1067,5328,20,1,1720
1068,4004,44,1,82
1069,6597,39,2,1160
1070,3424,13,1,1826
1071,5619,32,1,164
1072,7689,11,4,5492
1073,1028,31,1,170
1074,5170,24,1,2663
1075,292,36,2,754
1076,3935,34,1,143
1077,1010,10,1,1952
1078,7340,5,1,29
1079,9926,25,4,576
1080,6073,33,1,111
1081,4490,1,2,42
1082,1543,36,1,377
1083,7050,34,2,286
1084,3138,31,1,170
1085,7044,39,5,2900
1086,4180,41,2,122
1087,9192,25,1,144
1088,3057,6,1,15
1089,4746,25,1,144
1090,8945,2,2,150
1091,7998,36,1,377
1092,8297,6,1,15
1093,9956,12,1,1992
1094,4891,46,1,16
1095,5066,30,1,110
1096,1374,42,1,97
1097,1072,18,3,60
1098,9235,10,1,1952
1099,1531,30,2,220
1100,2559,6,1,15
1101,7850,17,2,90
1102,88,32,5,820
1103,7999,23,1,2795
1104,2495,30,1,110
1105,7444,29,1,110
1106,3871,9,1,11
1107,5531,42,1,97
1108,2700,22,1,1152
1109,1859,16,1,42
1110,5276,37,2,986
1111,8279,32,4,656
1112,2551,18,1,20
1113,5383,2,1,75
1114,7093,26,3,159
1115,9606,5,1,29
1116,3420,45,1,36
1117,516,14,3,5322
1118,6656,23,1,2795
1119,5462,38,4,1540
1120,1215,34,2,286
1121,9259,20,1,1720
1122,5130,41,2,122
1123,2365,26,1,53
1124,7398,39,1,580
1125,1264,16,1,42
1126,2793,22,1,1152
1127,4027,36,1,377
1128,9271,11,1,1373
1129,6309,20,1,1720
1130,7535,34,1,143
1131,5391,15,2,92
1132,982,22,1,1152
1133,1632,9,2,22
1134,1953,3,1,70
1135,8363,16,1,42
1136,8816,2,1,75
1137,1676,23,1,2795
1138,4411,25,4,576
1139,3638,31,1,170
1140,4848,32,1,164
1141,2492,15,1,46
1142,1508,41,1,61
1143,8247,11,3,4119
1144,3899,39,2,1160
1145,407,28,3,558
1146,6322,46,1,16
1147,4479,25,2,288
1148,5865,39,2,1160
1149,4857,25,1,144
1150,4831,8,2,30
1151,3055,10,1,1952
1152,7202,16,1,42
1153,6165,35,4,2408
1154,2711,27,1,136
1155,9064,18,1,20
1156,5231,15,2,92
1157,7325,14,1,1774
1158,5757,15,2,92
1159,1286,39,2,1160
1160,8957,9,1,11
1161,1433,26,5,265
1162,6505,41,1,61
1163,3575,10,1,1952
1164,2078,17,5,225
1165,3012,7,2,20
1166,6694,37,1,493
1167,5903,45,1,36
1168,8656,46,1,16
1169,4710,42,1,97
1170,7217,10,4,7808
1171,8632,11,1,1373
1172,574,46,1,16
1173,8261,11,1,1373
1174,4636,41,2,122
1175,5920,24,1,2663
1176,4912,39,2,1160
1177,7298,31,2,340
1178,3879,45,2,72
1179,9674,3,1,70
1180,6977,16,2,84
1181,1497,46,1,16
1182,6800,17,1,45
1183,1111,49,4,156
1184,1445,21,5,10035
1185,4693,26,3,159
1186,2141,39,1,580
1187,4282,17,1,45
1188,6614,22,1,1152
1189,6911,46,1,16
1190,3690,43,1,103
1191,8974,44,3,246
1192,9160,49,1,39
1193,9526,0,1,96
1194,784,8,1,15
1195,6783,4,4,228
1196,3996,32,2,328
1197,7929,25,1,144
1198,7373,30,1,110
1199,2739,14,1,1774
1200,3649,30,2,220
1201,9288,15,1,46
1202,3593,47,2,64
1203,4581,7,2,20
1204,1007,38,2,770
1205,3106,19,3,69
1206,4776,26,4,212
1207,9346,40,1,128
1208,3837,30,1,110
1209,6922,3,1,70
1210,4882,40,1,128
1211,366,23,1,2795
1212,981,11,1,1373
1213,6653,46,1,16
1214,4025,12,2,3984
1215,1095,35,5,3010
1216,6310,1,1,21
1217,6167,15,1,46
1218,615,49,1,39
1219,6854,13,3,5478
1220,8652,8,1,15
1221,4627,39,2,1160
1222,7598,40,4,512
1223,8244,29,2,220
1224,6861,17,2,90
1225,7412,26,3,159
1226,416,21,2,4014
1227,5842,11,1,1373
1228,603,2,1,75
1229,5300,42,1,97
1230,9622,1,1,21
1231,6265,16,5,210
