id,created_at,customer_id,status
128,2020/1/23 20:29,59,entrega_pendente
129,2019/7/8 13:33,55,cancelado
130,2019/10/23 6:20,83,pagamento_pendente
131,2019/11/17 11:15,55,cancelado
132,2020/1/16 0:54,65,cancelado
133,2019/8/31 7:39,65,pagamento_pendente
134,2019/12/31 15:51,91,cancelado
135,2019/4/17 18:11,43,entrega_pendente
136,2019/11/18 23:10,8,pagamento_pendente
137,2019/9/2 10:23,41,pagamento_pendente
138,2019/3/28 21:29,74,entregue
139,2019/10/7 7:45,64,entregue
140,2019/1/1 3:03,66,entrega_pendente
141,2019/3/26 13:07,77,entregue
142,2020/1/13 18:21,7,cancelado
143,2019/2/23 5:37,46,carrinho
144,2019/9/30 19:39,31,entrega_pendente
145,2019/8/31 13:31,31,entrega_pendente
146,2019/6/15 1:38,52,pagamento_pendente
147,2019/8/24 5:38,8,carrinho
148,2019/2/1 1:28,52,entrega_pendente
149,2019/4/12 6:04,75,pagamento_pendente
150,2019/3/24 6:25,72,entrega_pendente
151,2019/8/2 23:16,78,entregue
152,2019/10/9 23:03,47,carrinho
153,2019/7/19 11:01,12,carrinho
154,2020/2/13 17:19,91,pagamento_pendente
155,2019/10/24 17:58,38,pagamento_pendente
156,2019/12/25 1:17,10,carrinho
157,2020/2/3 12:05,17,entregue
158,2019/12/17 21:36,18,carrinho
159,2019/5/14 19:41,25,pagamento_pendente
160,2019/5/19 6:34,82,entrega_pendente
161,2019/9/11 23:23,62,carrinho
162,2019/12/2 15:46,36,entrega_pendente
163,2019/11/21 4:13,99,carrinho
164,2019/4/27 8:01,81,carrinho
165,2019/4/9 20:42,85,cancelado
166,2019/7/14 21:56,86,carrinho
167,2019/12/21 20:16,86,carrinho
168,2019/8/27 1:00,76,cancelado
169,2019/9/28 4:10,81,entregue
170,2019/4/21 11:50,83,carrinho
171,2019/10/15 19:20,87,entregue
172,2019/9/20 0:24,69,cancelado
173,2019/4/1 23:42,29,entregue
174,2019/11/20 8:18,28,pagamento_pendente
175,2019/8/19 1:55,25,entrega_pendente
176,2020/2/27 7:17,33,entrega_pendente
177,2020/1/11 0:49,74,entregue
178,2019/9/29 1:51,95,entregue
179,2019/1/28 5:26,11,carrinho
180,2019/1/1 13:43,27,carrinho
181,2019/7/26 1:37,78,entregue
182,2019/7/3 23:14,61,cancelado
183,2019/5/20 20:35,86,entregue
184,2019/10/11 23:49,23,entrega_pendente
185,2019/5/27 14:25,67,pagamento_pendente
186,2019/3/22 10:51,28,pagamento_pendente
187,2019/2/24 20:07,8,entrega_pendente
188,2019/5/28 2:59,30,entregue
189,2019/7/12 14:53,31,cancelado
190,2019/6/4 14:55,83,carrinho
191,2019/1/31 3:33,74,cancelado
192,2019/4/11 13:20,94,entregue
193,2019/8/22 23:09,44,entregue
194,2019/5/26 9:51,13,cancelado
195,2020/2/8 13:58,64,cancelado
196,2019/10/25 21:29,2,carrinho
197,2019/9/18 11:11,90,cancelado
198,2019/7/22 19:27,86,entrega_pendente
199,2019/10/29 20:58,59,entregue
200,2019/5/25 5:46,41,pagamento_pendente
201,2019/6/27 7:50,1,entrega_pendente
202,2019/11/19 20:38,32,pagamento_pendente
203,2019/10/7 13:17,8,entregue
204,2019/7/13 2:48,72,entrega_pendente
205,2019/6/18 7:40,5,entregue
206,2020/2/10 2:55,97,pagamento_pendente
207,2019/11/29 3:15,25,cancelado
208,2019/4/7 23:05,71,carrinho
209,2019/9/19 19:26,60,pagamento_pendente
210,2019/2/3 22:56,58,carrinho
211,2019/10/20 23:19,33,entregue
212,2020/1/28 20:05,30,entrega_pendente
213,2019/9/26 14:33,44,entregue
214,2020/1/29 6:56,30,entregue
215,2020/1/22 19:53,99,carrinho
216,2019/3/8 16:58,17,entregue
217,2019/9/30 3:29,44,entregue
218,2019/11/20 7:30,42,pagamento_pendente
219,2019/5/21 17:25,98,entregue
220,2019/11/12 12:20,99,entregue
221,2019/7/29 13:23,5,entregue
222,2019/3/8 19:36,66,entrega_pendente
223,2019/8/1 18:53,90,pagamento_pendente
224,2019/8/11 7:52,7,carrinho
225,2019/8/6 22:50,31,cancelado
226,2020/1/12 19:04,72,entrega_pendente
227,2020/1/24 14:29,75,entregue
228,2019/2/28 6:17,26,entrega_pendente
229,2019/1/5 7:22,75,entregue
230,2019/1/28 3:39,90,entrega_pendente
231,2019/2/6 10:56,13,entrega_pendente
232,2019/12/4 13:36,3,carrinho
233,2019/8/28 13:10,79,carrinho
234,2020/2/7 0:25,61,entregue
235,2019/11/7 17:38,4,entregue
236,2019/4/26 7:03,77,cancelado
237,2019/6/30 23:21,97,carrinho
238,2019/6/15 15:45,34,pagamento_pendente
239,2019/2/15 2:48,89,carrinho
240,2019/1/2 8:38,7,carrinho
241,2019/5/5 0:48,17,pagamento_pendente
242,2020/1/5 4:47,58,entregue
243,2019/8/14 13:11,86,entrega_pendente
244,2019/9/21 4:21,4,pagamento_pendente
245,2019/12/24 3:35,38,entrega_pendente
246,2019/6/10 20:30,57,pagamento_pendente
247,2019/9/15 9:34,9,carrinho
248,2019/6/3 16:50,19,carrinho
249,2019/8/29 18:37,35,entrega_pendente
250,2019/7/9 20:14,25,entregue
251,2019/7/8 0:20,22,carrinho
252,2020/1/27 15:22,3,pagamento_pendente
253,2019/9/12 1:14,27,pagamento_pendente
254,2019/1/2 23:41,25,entregue
255,2019/4/1 11:09,50,entrega_pendente
256,2019/7/21 10:19,45,entregue
257,2019/11/13 17:04,63,pagamento_pendente
258,2019/3/24 1:21,1,entrega_pendente
259,2020/2/29 12:53,90,carrinho
260,2019/6/19 23:47,23,entrega_pendente
261,2019/6/29 0:09,98,pagamento_pendente
262,2019/8/13 19:15,74,entregue
263,2019/7/15 21:42,58,carrinho
264,2019/1/16 1:43,21,carrinho
265,2020/1/26 13:36,1,pagamento_pendente
266,2019/9/18 18:32,14,cancelado
267,2019/12/28 3:05,52,entrega_pendente
268,2019/9/11 7:09,43,carrinho
269,2019/12/31 15:51,20,entregue
270,2020/1/16 15:30,91,pagamento_pendente
271,2019/1/3 6:34,83,pagamento_pendente
272,2019/5/24 13:25,80,entregue
273,2019/8/5 17:12,28,carrinho
274,2019/8/15 21:50,57,carrinho
275,2019/12/6 21:15,86,carrinho
276,2019/3/10 8:50,52,entregue
277,2019/7/24 9:52,45,entregue
278,2019/12/8 15:22,51,entregue
279,2019/7/17 18:42,37,carrinho
280,2019/1/28 4:08,3,entrega_pendente
281,2019/2/25 0:13,20,entregue
282,2019/9/12 14:01,58,entregue
283,2020/1/2 6:25,85,carrinho
284,2019/7/30 11:23,76,pagamento_pendente
285,2019/4/2 6:43,40,pagamento_pendente
286,2019/1/8 19:01,7,entrega_pendente
287,2019/6/8 18:27,59,entrega_pendente
288,2020/1/6 10:58,69,carrinho
289,2019/11/9 14:59,65,pagamento_pendente
290,2019/8/13 4:42,30,entrega_pendente
291,2019/6/21 18:46,68,pagamento_pendente
292,2019/10/17 11:04,35,entrega_pendente
293,2019/3/18 15:09,4,entregue
294,2019/5/21 21:56,95,entregue
295,2019/3/19 16:00,2,carrinho
296,2019/4/23 8:37,59,pagamento_pendente
297,2019/12/11 8:39,0,entregue
298,2019/10/1 16:36,93,carrinho
299,2019/12/15 16:28,38,pagamento_pendente
300,2019/10/16 1:28,64,entrega_pendente
301,2019/3/4 12:16,90,entrega_pendente
302,2019/11/6 17:34,43,entrega_pendente
303,2019/6/23 5:11,61,entrega_pendente
304,2019/6/25 0:17,36,entrega_pendente
305,2020/2/22 7:17,51,carrinho
306,2019/5/8 14:30,7,entrega_pendente
307,2019/5/7 10:27,91,pagamento_pendente
308,2019/8/7 12:40,62,carrinho
309,2020/1/10 23:40,21,pagamento_pendente
310,2019/10/8 3:13,33,cancelado
311,2019/12/29 23:20,47,entregue
312,2019/5/23 15:23,0,pagamento_pendente
313,2019/1/24 3:46,26,entregue
314,2019/3/21 2:02,41,entregue
315,2019/10/13 2:29,18,entrega_pendente
316,2019/8/22 17:17,92,entrega_pendente
317,2019/6/9 19:59,1,pagamento_pendente
318,2019/5/26 7:13,44,entrega_pendente
319,2019/4/3 4:18,28,entregue
320,2019/12/7 12:03,95,carrinho
321,2019/9/18 22:14,5,pagamento_pendente
322,2019/10/24 16:35,68,pagamento_pendente
323,2019/10/15 16:43,37,entrega_pendente
324,2019/4/30 15:55,20,carrinho
325,2019/2/2 12:41,92,entregue
326,2020/1/24 7:47,69,entrega_pendente
327,2019/7/28 2:28,47,pagamento_pendente
328,2019/6/18 23:20,33,pagamento_pendente
329,2020/1/24 15:41,91,entregue
330,2019/12/27 9:46,58,entregue
331,2019/1/15 10:11,1,pagamento_pendente
332,2020/1/21 8:08,95,entregue
333,2019/7/21 17:30,22,entrega_pendente
334,2019/6/6 13:51,94,entregue
335,2019/8/11 11:10,83,carrinho
336,2020/1/3 3:17,66,entregue
337,2019/9/18 5:56,24,entrega_pendente
338,2019/6/2 22:02,96,entregue
339,2019/7/8 20:34,28,pagamento_pendente
340,2019/6/11 22:59,48,carrinho
341,2019/1/31 15:40,91,entrega_pendente
342,2019/1/17 12:30,69,entregue
343,2019/3/14 21:27,61,entrega_pendente
344,2019/5/3 17:16,10,entregue
345,2019/7/7 5:05,53,entregue
346,2019/9/10 16:25,42,entrega_pendente
347,2019/7/15 17:37,48,entregue
348,2019/11/22 4:20,94,entrega_pendente
349,2019/7/17 10:31,20,pagamento_pendente
350,2019/4/19 0:57,12,entregue
351,2019/2/17 16:02,48,entregue
352,2019/7/20 23:16,59,entregue
353,2020/2/8 23:20,70,pagamento_pendente
354,2019/3/2 16:55,41,entregue
355,2019/3/14 20:05,41,cancelado
356,2020/1/3 5:03,60,entrega_pendente
357,2019/12/4 15:50,4,carrinho
358,2020/2/9 9:29,76,pagamento_pendente
359,2019/11/3 4:05,76,entregue
360,2019/1/16 14:02,7,carrinho
361,2019/4/21 13:10,40,carrinho
362,2019/7/15 9:11,10,pagamento_pendente
363,2019/4/13 13:01,2,entrega_pendente
364,2019/10/30 11:47,0,carrinho
365,2019/8/20 13:22,93,entregue
366,2019/5/6 15:56,35,entregue
367,2019/4/14 8:28,46,entregue
368,2019/12/7 17:24,96,carrinho
369,2020/1/16 15:55,55,entregue
370,2019/10/2 8:31,25,pagamento_pendente
371,2019/12/12 3:10,32,carrinho
372,2019/9/4 9:16,85,entregue
373,2019/6/7 22:32,83,entregue
374,2019/12/22 16:17,57,entrega_pendente
375,2019/8/12 9:21,0,pagamento_pendente
376,2019/7/31 2:42,23,pagamento_pendente
377,2020/1/31 16:07,75,entrega_pendente
378,2019/6/12 20:47,62,carrinho
379,2019/4/28 4:03,49,entrega_pendente
380,2019/3/22 19:58,0,entrega_pendente
381,2019/6/8 18:12,62,carrinho
382,2019/6/26 20:05,32,cancelado
383,2019/3/11 16:51,98,entrega_pendente
384,2019/10/10 15:10,72,cancelado
385,2019/7/20 7:10,1,cancelado
386,2019/3/28 9:57,83,entrega_pendente
387,2019/7/12 5:10,40,pagamento_pendente
388,2019/9/24 9:17,54,carrinho
389,2019/1/5 18:17,92,carrinho
390,2019/11/26 17:45,10,entregue
391,2019/6/29 15:08,76,entrega_pendente
392,2019/6/16 5:54,33,carrinho
393,2020/2/17 16:21,5,carrinho
394,2019/12/15 5:56,31,carrinho
395,2019/11/28 5:25,45,pagamento_pendente
396,2019/4/11 9:52,21,pagamento_pendente
397,2019/4/21 5:49,11,pagamento_pendente
398,2019/12/10 12:08,10,entrega_pendente
399,2019/12/5 6:42,20,cancelado
400,2019/6/7 10:13,6,entregue
401,2019/10/18 5:15,17,entrega_pendente
402,2019/11/28 14:36,12,entregue
403,2020/2/20 9:17,0,entregue
404,2019/5/27 22:36,92,entrega_pendente
405,2019/1/18 8:48,82,cancelado
406,2020/2/20 12:27,9,cancelado
407,2019/7/25 13:37,76,entregue
408,2019/10/21 8:39,47,entregue
409,2019/9/9 1:39,1,entrega_pendente
410,2019/1/21 2:20,36,entrega_pendente
411,2019/11/24 1:43,74,entrega_pendente
412,2019/8/30 10:41,81,pagamento_pendente
413,2020/1/19 16:07,24,cancelado
414,2020/1/3 9:33,21,entregue
415,2019/4/16 12:29,11,entrega_pendente
416,2019/12/25 0:46,82,pagamento_pendente
417,2019/10/16 11:36,60,carrinho
418,2019/3/6 19:51,78,entregue
419,2019/5/5 16:15,56,entrega_pendente
420,2020/2/4 16:56,36,carrinho
421,2019/6/15 11:56,44,entrega_pendente
422,2019/8/10 7:46,25,cancelado
423,2019/5/22 22:46,45,carrinho
424,2019/11/24 22:02,74,carrinho
425,2019/6/28 9:42,48,entrega_pendente
426,2019/8/15 3:13,23,carrinho
427,2019/7/3 21:21,87,entrega_pendente
428,2020/1/19 17:23,58,entregue
429,2019/5/12 20:13,37,entrega_pendente
430,2019/9/28 21:17,72,cancelado
431,2019/11/7 22:42,76,carrinho
432,2019/12/10 21:48,8,entrega_pendente
433,2019/4/7 13:33,72,entrega_pendente
434,2019/2/26 1:58,54,pagamento_pendente
435,2019/3/2 7:43,21,entrega_pendente
436,2019/4/27 16:26,23,entrega_pendente
437,2019/5/23 19:30,35,pagamento_pendente
438,2019/10/15 20:37,34,cancelado
439,2019/11/28 22:00,1,carrinho
440,2020/2/15 17:25,88,entregue
441,2019/11/24 9:48,17,entregue
442,2019/3/7 18:08,63,entregue
443,2019/7/9 14:20,67,entregue
444,2019/11/5 23:27,7,pagamento_pendente
445,2020/2/10 7:46,51,entrega_pendente
446,2019/11/17 5:55,19,carrinho
447,2019/10/27 17:02,3,cancelado
448,2019/10/4 12:04,85,entregue
449,2019/7/6 18:40,22,entrega_pendente
450,2019/3/18 3:49,70,pagamento_pendente
451,2019/1/3 12:31,17,entrega_pendente
452,2019/1/15 19:49,11,entrega_pendente
453,2019/9/22 16:42,13,pagamento_pendente
454,2020/1/27 14:22,2,entrega_pendente
455,2019/4/23 11:55,39,entrega_pendente
456,2020/1/2 14:11,16,carrinho
457,2019/8/4 11:17,62,entregue
458,2020/2/2 16:03,83,carrinho
459,2019/7/27 8:40,12,entregue
460,2019/3/2 8:27,19,pagamento_pendente
461,2019/7/9 7:27,58,entrega_pendente
462,2020/2/25 19:44,21,entrega_pendente
463,2019/3/25 18:58,30,entregue
464,2019/2/4 8:06,39,entregue
465,2019/5/13 13:28,18,carrinho
466,2019/11/23 4:03,8,carrinho
467,2019/4/16 15:11,65,entrega_pendente
468,2019/8/14 6:50,43,pagamento_pendente
469,2019/10/26 21:13,57,pagamento_pendente
470,2019/10/30 21:20,20,carrinho
471,2019/10/19 20:32,44,entrega_pendente
472,2019/4/21 12:45,19,entregue
473,2019/8/11 8:19,90,carrinho
474,2019/5/1 5:41,87,pagamento_pendente
475,2019/10/9 11:56,38,entregue
476,2019/10/4 1:33,91,entregue
477,2019/3/8 22:34,52,entrega_pendente
478,2019/1/18 14:20,32,carrinho
479,2019/5/22 12:05,11,pagamento_pendente
480,2019/10/18 17:41,11,entregue
481,2019/8/30 14:40,53,entrega_pendente
482,2020/1/15 17:12,39,entrega_pendente
483,2019/5/10 10:19,57,carrinho
484,2019/2/13 20:31,87,cancelado
485,2019/7/26 19:24,86,entrega_pendente
486,2019/9/21 9:33,94,pagamento_pendente
487,2019/7/13 19:22,94,carrinho
488,2019/4/12 21:27,99,cancelado
489,2020/1/10 18:00,98,entrega_pendente
490,2019/2/20 4:18,0,carrinho
491,2019/12/21 7:57,51,carrinho
492,2019/11/27 17:27,77,pagamento_pendente
493,2019/2/12 21:46,18,cancelado
494,2019/12/17 15:20,48,entregue
495,2020/2/16 7:07,35,pagamento_pendente
496,2019/2/25 22:33,5,pagamento_pendente
497,2019/2/27 21:24,28,pagamento_pendente
498,2019/4/9 13:26,29,pagamento_pendente
499,2020/1/3 8:31,8,entrega_pendente
500,2019/2/19 23:27,61,pagamento_pendente
501,2019/1/14 10:52,41,entregue
502,2019/7/19 12:32,0,pagamento_pendente
503,2019/6/14 11:44,71,entrega_pendente
504,2019/2/8 9:51,28,pagamento_pendente
505,2019/2/15 18:33,34,entregue
506,2019/9/15 1:21,80,entrega_pendente
507,2019/5/3 19:57,23,entrega_pendente
508,2019/7/31 6:20,41,pagamento_pendente
509,2019/3/2 11:27,80,carrinho
510,2019/7/31 14:25,86,entregue
511,2019/8/17 22:35,21,carrinho
512,2019/8/3 8:47,18,entregue
513,2019/7/1 3:35,43,pagamento_pendente
514,2019/1/13 13:01,83,entregue
515,2019/1/31 10:03,56,entrega_pendente
516,2020/1/21 14:44,30,carrinho
517,2019/12/5 16:23,58,pagamento_pendente
518,2019/6/26 2:26,70,carrinho
519,2019/12/29 13:33,34,carrinho
520,2019/8/15 2:59,33,cancelado
521,2019/5/11 16:28,81,carrinho
522,2019/9/30 1:17,81,pagamento_pendente
523,2020/2/9 14:35,97,pagamento_pendente
524,2019/2/24 19:06,80,carrinho
525,2019/6/8 4:32,86,entregue
526,2019/9/7 7:29,25,carrinho
527,2019/10/26 16:33,23,entregue
528,2019/9/14 23:38,74,pagamento_pendente
529,2019/1/5 20:40,36,carrinho
530,2019/6/5 19:37,27,pagamento_pendente
531,2019/7/1 19:51,50,entrega_pendente
532,2019/4/15 0:35,41,entregue
533,2019/2/19 3:06,77,entregue
534,2019/4/14 14:39,57,carrinho
535,2019/12/5 15:13,8,entregue
536,2019/11/28 19:51,52,entregue
537,2020/2/20 10:14,46,pagamento_pendente
538,2019/10/10 22:03,15,pagamento_pendente
539,2019/10/26 2:27,84,pagamento_pendente
540,2019/5/18 9:02,83,entrega_pendente
541,2019/7/6 13:00,1,carrinho
542,2019/12/17 9:15,65,carrinho
543,2020/2/1 6:55,39,carrinho
544,2019/4/10 7:31,65,entregue
545,2019/3/12 7:13,77,pagamento_pendente
546,2020/1/16 10:05,87,entrega_pendente
547,2019/8/28 1:49,71,pagamento_pendente
548,2019/1/20 13:10,42,entrega_pendente
549,2019/4/9 0:46,0,entregue
550,2019/6/24 3:30,37,entrega_pendente
551,2019/7/3 2:48,35,carrinho
552,2020/1/23 21:42,31,cancelado
553,2020/1/15 6:43,17,pagamento_pendente
554,2020/1/17 14:34,78,pagamento_pendente
555,2020/2/17 9:58,72,entregue
556,2020/2/15 19:46,61,carrinho
557,2019/1/23 23:14,24,entrega_pendente
558,2019/2/24 21:57,56,entregue
559,2019/11/3 4:31,7,carrinho
560,2019/11/8 17:38,21,pagamento_pendente
561,2019/9/25 14:15,99,carrinho
562,2020/2/28 6:08,29,carrinho
563,2020/2/25 6:22,44,pagamento_pendente
564,2019/9/9 14:38,60,entrega_pendente
565,2019/4/5 18:41,82,entrega_pendente
566,2019/6/14 6:19,91,entregue
567,2019/3/19 14:53,92,cancelado
568,2019/2/2 10:00,90,entregue
569,2019/3/20 6:09,35,carrinho
570,2019/1/8 19:12,62,pagamento_pendente
571,2019/4/7 14:49,15,pagamento_pendente
572,2020/1/16 7:11,5,pagamento_pendente
573,2019/8/21 11:53,94,entregue
574,2019/11/1 6:03,6,pagamento_pendente
575,2019/5/19 11:20,99,entrega_pendente
576,2019/9/27 3:51,90,entregue
577,2020/1/7 3:06,85,pagamento_pendente
578,2019/8/28 8:00,59,pagamento_pendente
579,2019/6/27 10:56,60,entregue
580,2019/1/24 15:05,28,carrinho
581,2019/5/24 19:34,91,entregue
582,2019/9/20 17:44,55,entrega_pendente
583,2019/2/3 2:47,23,entregue
584,2019/11/5 1:10,44,entrega_pendente
585,2020/2/29 5:36,60,entrega_pendente
586,2019/7/19 18:38,42,entregue
587,2019/10/14 22:03,93,entrega_pendente
588,2020/2/6 20:37,21,carrinho
589,2019/2/14 17:00,21,entregue
590,2020/1/21 9:09,62,entregue
591,2019/4/6 11:24,33,entregue
592,2019/6/5 13:00,52,pagamento_pendente
593,2019/6/17 17:55,5,entrega_pendente
594,2019/8/22 7:50,75,entregue
595,2019/8/16 2:23,78,carrinho
596,2019/3/20 0:25,97,entregue
597,2019/4/24 13:15,73,pagamento_pendente
598,2020/2/12 5:25,41,entrega_pendente
599,2019/10/3 18:35,60,entrega_pendente
600,2019/7/30 12:56,41,carrinho
601,2019/7/6 13:49,24,carrinho
602,2019/2/17 20:05,61,carrinho
603,2019/4/4 16:26,64,entregue
604,2019/7/22 20:01,59,entrega_pendente
605,2019/4/6 20:39,95,carrinho
606,2019/10/25 21:41,28,entrega_pendente
607,2019/11/15 12:34,41,entregue
608,2019/1/23 2:09,90,cancelado
609,2019/7/2 11:57,87,pagamento_pendente
610,2019/3/17 2:19,37,entrega_pendente
611,2019/4/23 21:25,49,carrinho
612,2019/4/27 3:20,75,carrinho
613,2019/6/8 10:47,69,carrinho
614,2020/1/16 20:42,83,carrinho
615,2019/5/8 6:54,28,carrinho
616,2019/2/25 21:13,49,entrega_pendente
617,2019/12/26 19:20,10,carrinho
618,2019/2/27 22:18,96,entregue
619,2019/2/2 4:33,26,entregue
620,2019/4/23 4:50,79,carrinho
621,2019/6/26 4:33,67,carrinho
622,2019/7/21 17:35,41,carrinho
623,2019/9/5 19:26,39,carrinho
624,2020/2/3 14:29,13,carrinho
625,2019/4/18 0:33,97,carrinho
626,2019/7/30 1:03,74,carrinho
627,2019/11/7 11:19,77,entrega_pendente
628,2019/7/29 8:50,66,entregue
629,2019/8/13 10:30,27,entrega_pendente
630,2019/9/15 20:47,1,pagamento_pendente
631,2020/2/4 15:20,53,carrinho
632,2020/2/27 19:34,21,pagamento_pendente
633,2020/1/5 8:35,12,cancelado
634,2019/7/27 12:11,50,entrega_pendente
635,2019/7/28 16:38,11,entregue
636,2019/4/30 3:06,25,entrega_pendente
637,2019/11/15 14:03,22,entregue
638,2019/3/4 1:06,91,entrega_pendente
639,2019/7/24 6:26,49,entrega_pendente
640,2019/1/28 4:13,8,carrinho
641,2019/6/19 0:26,60,carrinho
642,2019/5/14 12:24,78,carrinho
643,2019/6/9 1:20,78,entrega_pendente
644,2019/6/5 9:21,57,entrega_pendente
645,2019/6/2 8:47,5,entregue
646,2020/2/16 11:56,80,pagamento_pendente
647,2019/2/14 18:13,92,cancelado
648,2019/7/16 22:35,22,carrinho
649,2020/2/14 15:51,19,entrega_pendente
650,2019/12/2 16:40,71,entregue
651,2019/1/5 2:33,67,entregue
652,2020/2/13 3:42,56,pagamento_pendente
653,2019/9/19 17:20,2,entregue
654,2019/10/14 12:19,96,carrinho
655,2019/10/26 22:26,36,carrinho
656,2020/2/20 18:27,90,pagamento_pendente
